a,b,c,t
0.520,0.368,0.879,0.712
0.536,0.609,0.414,1.119
0.340,0.705,0.220,1.130
0.518,0.136,0.550,0.953
0.706,0.803,0.969,0.852
0.866,0.169,0.493,1.563
0.698,0.508,0.523,1.170
0.305,0.465,0.397,0.893
0.657,0.719,0.822,0.893
0.077,0.843,0.412,0.733
0.021,0.067,0.704,0.114
0.180,0.874,0.953,0.577
0.920,0.488,0.424,1.544
0.111,0.221,0.157,0.878
0.093,0.301,0.851,0.342
0.932,0.822,0.208,1.703
0.037,0.722,0.122,0.899
0.566,0.503,0.835,0.799
0.842,0.222,0.311,1.996
0.798,0.581,0.828,0.979
0.265,0.952,0.434,0.878
0.827,0.479,0.453,1.401
0.505,0.305,0.451,1.071
0.998,0.881,0.962,1.020
0.064,0.456,0.720,0.442
0.981,0.452,0.173,2.293
0.773,0.552,0.647,1.105
0.590,0.504,0.050,1.975
0.714,0.651,0.756,0.970
0.706,0.411,0.157,1.967
0.164,0.085,0.906,0.251
0.666,0.446,0.759,0.923
0.412,0.864,0.952,0.703
0.960,0.639,0.765,1.139
0.885,0.172,0.711,1.197
0.096,0.255,0.682,0.375
0.840,0.951,0.532,1.208
0.496,0.779,0.282,1.202
0.511,0.503,0.108,1.660
0.353,0.359,0.236,1.197
0.899,0.468,0.093,2.437
0.108,0.813,0.720,0.601
0.358,0.792,0.294,1.059
0.172,0.010,0.275,0.639
0.610,0.443,0.617,0.993
0.848,0.446,0.928,0.942
0.511,0.411,0.599,0.913
0.939,0.415,0.805,1.110
0.035,0.146,0.164,0.584
0.003,0.287,0.964,0.232
0.541,0.845,0.330,1.180
0.410,0.541,0.587,0.843
0.945,0.822,0.269,1.620
0.468,0.569,0.652,0.849
0.366,0.067,0.748,0.531
0.971,0.935,0.667,1.190
0.912,0.820,0.311,1.531
0.031,0.002,0.897,0.037
0.400,0.257,0.307,1.165
0.243,0.774,1.000,0.573
0.102,0.181,0.748,0.305
0.450,0.685,0.834,0.747
0.225,0.017,0.035,4.654
0.009,0.322,0.618,0.352
0.698,0.237,0.590,1.131
0.353,0.848,0.464,0.915
0.550,0.900,0.444,1.079
0.929,0.084,0.244,3.088
0.962,0.444,0.840,1.095
0.711,0.055,0.085,5.471
0.790,0.574,0.996,0.869
0.337,0.451,0.594,0.754
0.841,0.131,0.832,1.009
0.100,0.617,0.935,0.462
0.720,0.869,0.834,0.933
0.563,0.064,0.289,1.776
0.507,0.147,0.761,0.720
0.577,0.404,0.053,2.147
0.732,0.987,0.487,1.166
0.357,0.929,0.770,0.757
0.993,0.318,0.003,4.084
0.193,0.889,0.036,1.170
0.113,0.641,0.905,0.488
0.300,0.566,0.068,1.366
0.214,0.444,0.294,0.892
0.731,0.951,0.420,1.227
0.981,0.802,0.787,1.122
0.246,0.670,0.282,0.962
0.624,0.964,0.143,1.435
0.544,0.513,0.008,2.029
0.460,0.291,0.896,0.633
0.389,0.330,0.170,1.438
0.707,0.381,0.129,2.133
0.932,0.617,0.683,1.192
0.096,0.248,0.212,0.748
0.034,0.899,0.751,0.565
0.863,0.460,0.747,1.096
0.354,0.844,0.460,0.919
0.653,0.878,0.203,1.416
0.011,0.871,0.014,0.997
0.137,0.122,0.850,0.266
0.337,0.462,0.437,0.889
0.354,0.954,0.406,0.962
0.927,0.061,0.669,1.353
0.204,0.483,0.578,0.648
0.938,0.385,0.942,0.997
0.910,0.010,0.972,0.937
0.981,0.382,0.376,1.798
0.045,0.770,0.162,0.874
0.507,0.289,0.402,1.152
0.945,0.997,0.940,1.003
0.908,0.464,0.788,1.096
0.401,0.138,0.904,0.517
0.862,0.403,0.712,1.135
0.467,0.083,0.562,0.853
0.820,0.750,0.201,1.651
0.312,0.291,0.158,1.343
0.554,0.770,0.037,1.641
0.890,0.448,0.729,1.137
0.216,0.973,0.782,0.677
0.060,0.975,0.216,0.869
0.782,0.738,0.409,1.325
0.604,0.173,0.712,0.878
0.368,0.525,0.558,0.825
0.529,0.534,0.147,1.561
0.257,0.970,0.652,0.756
